Name,PowerState,FolderPath,Host,Datacenter,VMXPath,CPUCores,MemGB,UsedSpaceGB,DatastoreList,NetworkAdapterCount,IPAddressCount
Windows-server9054,PoweredOn,/Colocat/virtual_machines,esxi-31-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-ssd/Windows-server9054/Windows-server9054.vmx,1,256,17,Colocat-iscsi-ssd,4,3
patroni-dev-9055,PoweredOn,/dataline/virtual_machines,esxi-26-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/patroni-dev-9055/patroni-dev-9055.vmx,2,1,33,dataline-lenovo-raid-10,3,2
Nfs-share-9056,PoweredOn,/DataPlanet/virtual_machines,esxi-40-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-ceph-icsi-hdd/Nfs-share-9056/Nfs-share-9056.vmx,4,8,58,DataPlanet-ceph-icsi-hdd,3,2
pfSense-9057,PowerOff,/e-Style0Telecom/virtual_machines,esxi-37-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-icsi-hdd/pfSense-9057/pfSense-9057.vmx,2,16,91,e-Style0Telecom-ceph-icsi-hdd,2,1
Workstation-9058,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-59-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-icsi-hdd/Workstation-9058/Workstation-9058.vmx,4,4,44,e-Style0Telecom-ceph-icsi-hdd,1,0
test-esxi-70-9059,PowerOff,/dataline/virtual_machines,esxi-69-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-icsi-hdd/test-esxi-70-9059/test-esxi-70-9059.vmx,1,4,29,dataline-ceph-icsi-hdd,1,0
test-esxi-80-9060,PowerOff,/dataline/virtual_machines,esxi-86-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-local-ssd/test-esxi-80-9060/test-esxi-80-9060.vmx,4,128,65,dataline-local-ssd,2,1
test-esxi-80-9061,PowerOff,/M1/virtual_machines,esxi-21-M1.vsfi.org,M1,/vmfs/volumes/M1-ceph-icsi-hdd/test-esxi-80-9061/test-esxi-80-9061.vmx,1,16,95,M1-ceph-icsi-hdd,2,1
Windows-server9062,PoweredOn,/M1/virtual_machines,esxi-11-M1.vsfi.org,M1,/vmfs/volumes/M1-local-ssd/Windows-server9062/Windows-server9062.vmx,4,32,67,M1-local-ssd,4,3
ceph-quincy-osd-node-9063,PowerOff,/e-Style0Telecom/virtual_machines,esxi-30-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-isci-ssh/ceph-quincy-osd-node-9063/ceph-quincy-osd-node-9063.vmx,3,256,92,e-Style0Telecom-ceph-isci-ssh,1,0
Windows-10-9064,PoweredOn,/DataPlanet/virtual_machines,esxi-65-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-iscsi-hdd/Windows-10-9064/Windows-10-9064.vmx,2,64,42,DataPlanet-iscsi-hdd,3,2
ceph-quincy-mon-node-9065,PoweredOn,/Mirea/virtual_machines,esxi-66-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-iscsi-hdd/ceph-quincy-mon-node-9065/ceph-quincy-mon-node-9065.vmx,1,8,33,Mirea-iscsi-hdd,4,3
patroni-prod-9066,PowerOff,/DataPlanet/virtual_machines,esxi-82-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-hdd/patroni-prod-9066/patroni-prod-9066.vmx,1,16,61,DataPlanet-local-hdd,2,1
Nfs-share-9067,PowerOff,/dataline/virtual_machines,esxi-96-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-icsi-hdd/Nfs-share-9067/Nfs-share-9067.vmx,4,8,15,dataline-ceph-icsi-hdd,2,1
test-esxi-80-9068,PowerOff,/Oxygen/virtual_machines,esxi-84-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-iscsi-ssd/test-esxi-80-9068/test-esxi-80-9068.vmx,1,4,69,Oxygen-iscsi-ssd,2,1
Windows-server9069,PowerOff,/M1/virtual_machines,esxi-6-M1.vsfi.org,M1,/vmfs/volumes/M1-nfs-test-datastore/Windows-server9069/Windows-server9069.vmx,4,128,61,M1-nfs-test-datastore,1,0
test-esxi-67-9070,PoweredOn,/Mirea/virtual_machines,esxi-58-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-local-hdd/test-esxi-67-9070/test-esxi-67-9070.vmx,4,512,12,Mirea-local-hdd,3,2
Windows-server9071,PoweredOn,/Digital-Media-House/virtual_machines,esxi-81-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-hdd/Windows-server9071/Windows-server9071.vmx,1,256,42,Digital-Media-House-local-hdd,3,2
ceph-quincy-mgmt-node-9072,PowerOff,/Oxygen/virtual_machines,esxi-32-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-lenovo-raid-10/ceph-quincy-mgmt-node-9072/ceph-quincy-mgmt-node-9072.vmx,1,64,55,Oxygen-lenovo-raid-10,4,3
pfSense-9073,PowerOff,/Mirea/virtual_machines,esxi-78-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-ceph-isci-ssh/pfSense-9073/pfSense-9073.vmx,2,256,57,Mirea-ceph-isci-ssh,3,2
Windows-server9074,PowerOff,/Mirea/virtual_machines,esxi-18-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-iscsi-hdd/Windows-server9074/Windows-server9074.vmx,3,1024,17,Mirea-iscsi-hdd,4,3
pfSense-9075,PowerOff,/e-Style0Telecom/virtual_machines,esxi-97-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-icsi-hdd/pfSense-9075/pfSense-9075.vmx,4,16,30,e-Style0Telecom-ceph-icsi-hdd,2,1
Windows-10-9076,PoweredOn,/Digital-Media-House/virtual_machines,esxi-59-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-iscsi-hdd/Windows-10-9076/Windows-10-9076.vmx,1,16,47,Digital-Media-House-iscsi-hdd,1,0
test-esxi-80-9077,PowerOff,/Colocat/virtual_machines,esxi-10-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-hdd/test-esxi-80-9077/test-esxi-80-9077.vmx,2,16,70,Colocat-iscsi-hdd,1,0
Windows-10-9078,PoweredOn,/DataPlanet/virtual_machines,esxi-23-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-iscsi-hdd/Windows-10-9078/Windows-10-9078.vmx,2,1,33,DataPlanet-iscsi-hdd,3,2
bastion-9079,PowerOff,/Digital-Media-House/virtual_machines,esxi-33-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-ceph-isci-ssh/bastion-9079/bastion-9079.vmx,4,8,93,Digital-Media-House-ceph-isci-ssh,4,3
Mikrotick-CHR-9080,PoweredOn,/dataline/virtual_machines,esxi-79-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/Mikrotick-CHR-9080/Mikrotick-CHR-9080.vmx,4,64,74,dataline-lenovo-raid-10,3,2
ceph-quincy-osd-node-9081,PoweredOn,/dataline/virtual_machines,esxi-73-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-local-ssd/ceph-quincy-osd-node-9081/ceph-quincy-osd-node-9081.vmx,2,128,88,dataline-local-ssd,3,2
ceph-quincy-osd-node-9082,PoweredOn,/Mirea/virtual_machines,esxi-90-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-local-ssd/ceph-quincy-osd-node-9082/ceph-quincy-osd-node-9082.vmx,3,4,22,Mirea-local-ssd,4,3
ceph-reef-osd-node-9083,PoweredOn,/dataline/virtual_machines,esxi-13-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-icsi-hdd/ceph-reef-osd-node-9083/ceph-reef-osd-node-9083.vmx,1,1024,39,dataline-ceph-icsi-hdd,2,1
Windows-10-9084,PowerOff,/Mirea/virtual_machines,esxi-55-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-iscsi-ssd/Windows-10-9084/Windows-10-9084.vmx,3,512,64,Mirea-iscsi-ssd,4,3
ceph-quincy-mgmt-node-9085,PowerOff,/Mirea/virtual_machines,esxi-80-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-local-hdd/ceph-quincy-mgmt-node-9085/ceph-quincy-mgmt-node-9085.vmx,4,1024,73,Mirea-local-hdd,1,0
Windows-10-9086,PoweredOn,/Oxygen/virtual_machines,esxi-44-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-local-hdd/Windows-10-9086/Windows-10-9086.vmx,1,128,54,Oxygen-local-hdd,2,1
Mikrotick-CHR-9087,PowerOff,/Oxygen/virtual_machines,esxi-86-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-iscsi-hdd/Mikrotick-CHR-9087/Mikrotick-CHR-9087.vmx,2,64,26,Oxygen-iscsi-hdd,4,3
Workstation-9088,PoweredOn,/Colocat/virtual_machines,esxi-87-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-ssd/Workstation-9088/Workstation-9088.vmx,4,16,83,Colocat-local-ssd,3,2
ceph-quincy-mon-node-9089,PowerOff,/dataline/virtual_machines,esxi-37-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-local-ssd/ceph-quincy-mon-node-9089/ceph-quincy-mon-node-9089.vmx,2,1024,95,dataline-local-ssd,1,0
Windows-server9090,PowerOff,/dataline/virtual_machines,esxi-71-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-hdd/Windows-server9090/Windows-server9090.vmx,1,64,25,dataline-iscsi-hdd,4,3
Nfs-share-9091,PowerOff,/DataPlanet/virtual_machines,esxi-90-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-iscsi-ssd/Nfs-share-9091/Nfs-share-9091.vmx,4,2,13,DataPlanet-iscsi-ssd,2,1
test-esxi-80-9092,PowerOff,/dataline/virtual_machines,esxi-59-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-nfs-test-datastore/test-esxi-80-9092/test-esxi-80-9092.vmx,4,2,16,dataline-nfs-test-datastore,2,1
New Virtual Machine-9093,PowerOff,/Colocat/virtual_machines,esxi-64-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-ssd/New Virtual Machine-9093/New Virtual Machine-9093.vmx,2,32,17,Colocat-iscsi-ssd,2,1
Mikrotick-CHR-9094,PoweredOn,/dataline/virtual_machines,esxi-32-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-nfs-test-datastore/Mikrotick-CHR-9094/Mikrotick-CHR-9094.vmx,3,128,73,dataline-nfs-test-datastore,4,3
Ubuntu-9095,PowerOff,/Mirea/virtual_machines,esxi-74-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-lenovo-raid-10/Ubuntu-9095/Ubuntu-9095.vmx,1,32,68,Mirea-lenovo-raid-10,3,2
ceph-reef-osd-node-9096,PoweredOn,/Oxygen/virtual_machines,esxi-93-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-iscsi-hdd/ceph-reef-osd-node-9096/ceph-reef-osd-node-9096.vmx,3,512,48,Oxygen-iscsi-hdd,1,0
ceph-quincy-mon-node-9097,PoweredOn,/Digital-Media-House/virtual_machines,esxi-76-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-ceph-isci-ssh/ceph-quincy-mon-node-9097/ceph-quincy-mon-node-9097.vmx,2,256,62,Digital-Media-House-ceph-isci-ssh,2,1
ceph-quincy-mgmt-node-9098,PowerOff,/M1/virtual_machines,esxi-93-M1.vsfi.org,M1,/vmfs/volumes/M1-local-hdd/ceph-quincy-mgmt-node-9098/ceph-quincy-mgmt-node-9098.vmx,3,16,20,M1-local-hdd,4,3
Mikrotick-CHR-9099,PoweredOn,/dataline/virtual_machines,esxi-27-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-nfs-test-datastore/Mikrotick-CHR-9099/Mikrotick-CHR-9099.vmx,3,16,36,dataline-nfs-test-datastore,3,2
ceph-reef-mon-node-9100,PoweredOn,/M1/virtual_machines,esxi-48-M1.vsfi.org,M1,/vmfs/volumes/M1-nfs-test-datastore/ceph-reef-mon-node-9100/ceph-reef-mon-node-9100.vmx,1,4,42,M1-nfs-test-datastore,4,3
patroni-prod-9101,PowerOff,/e-Style0Telecom/virtual_machines,esxi-64-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-hdd/patroni-prod-9101/patroni-prod-9101.vmx,4,1,15,e-Style0Telecom-iscsi-hdd,2,1
test-esxi-67-9102,PowerOff,/e-Style0Telecom/virtual_machines,esxi-7-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-icsi-hdd/test-esxi-67-9102/test-esxi-67-9102.vmx,3,1024,11,e-Style0Telecom-ceph-icsi-hdd,3,2
Windows-server9103,PoweredOn,/Colocat/virtual_machines,esxi-88-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-hdd/Windows-server9103/Windows-server9103.vmx,1,1,17,Colocat-local-hdd,4,3
ceph-quincy-osd-node-9104,PowerOff,/Mirea/virtual_machines,esxi-78-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-ceph-isci-ssh/ceph-quincy-osd-node-9104/ceph-quincy-osd-node-9104.vmx,3,4,92,Mirea-ceph-isci-ssh,3,2
patroni-dev-9105,PowerOff,/M1/virtual_machines,esxi-71-M1.vsfi.org,M1,/vmfs/volumes/M1-local-hdd/patroni-dev-9105/patroni-dev-9105.vmx,3,512,27,M1-local-hdd,2,1
ceph-reef-mon-node-9106,PowerOff,/Digital-Media-House/virtual_machines,esxi-49-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-ceph-isci-ssh/ceph-reef-mon-node-9106/ceph-reef-mon-node-9106.vmx,3,512,76,Digital-Media-House-ceph-isci-ssh,2,1
Ubuntu-9107,PowerOff,/M1/virtual_machines,esxi-78-M1.vsfi.org,M1,/vmfs/volumes/M1-nfs-test-datastore/Ubuntu-9107/Ubuntu-9107.vmx,2,1,40,M1-nfs-test-datastore,2,1
Mikrotick-CHR-9108,PoweredOn,/Colocat/virtual_machines,esxi-37-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-icsi-hdd/Mikrotick-CHR-9108/Mikrotick-CHR-9108.vmx,1,128,12,Colocat-ceph-icsi-hdd,1,0
test-esxi-67-9109,PowerOff,/M1/virtual_machines,esxi-68-M1.vsfi.org,M1,/vmfs/volumes/M1-ceph-isci-ssh/test-esxi-67-9109/test-esxi-67-9109.vmx,4,512,95,M1-ceph-isci-ssh,1,0
Windows-10-9110,PowerOff,/Colocat/virtual_machines,esxi-23-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-icsi-hdd/Windows-10-9110/Windows-10-9110.vmx,4,1024,91,Colocat-ceph-icsi-hdd,3,2
test-esxi-70-9111,PowerOff,/Oxygen/virtual_machines,esxi-96-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-iscsi-hdd/test-esxi-70-9111/test-esxi-70-9111.vmx,1,8,76,Oxygen-iscsi-hdd,4,3
ceph-reef-mgmt-node-9112,PowerOff,/dataline/virtual_machines,esxi-65-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-icsi-hdd/ceph-reef-mgmt-node-9112/ceph-reef-mgmt-node-9112.vmx,2,1024,29,dataline-ceph-icsi-hdd,1,0
test-esxi-67-9113,PoweredOn,/Digital-Media-House/virtual_machines,esxi-4-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-iscsi-ssd/test-esxi-67-9113/test-esxi-67-9113.vmx,2,2,84,Digital-Media-House-iscsi-ssd,3,2
Windows-2019-server9114,PoweredOn,/Colocat/virtual_machines,esxi-83-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-nfs-test-datastore/Windows-2019-server9114/Windows-2019-server9114.vmx,1,256,47,Colocat-nfs-test-datastore,4,3
New Virtual Machine-9115,PowerOff,/e-Style0Telecom/virtual_machines,esxi-79-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-local-ssd/New Virtual Machine-9115/New Virtual Machine-9115.vmx,4,512,71,e-Style0Telecom-local-ssd,4,3
test-esxi-67-9116,PoweredOn,/dataline/virtual_machines,esxi-90-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-isci-ssh/test-esxi-67-9116/test-esxi-67-9116.vmx,3,512,51,dataline-ceph-isci-ssh,1,0
bastion-9117,PowerOff,/dataline/virtual_machines,esxi-34-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/bastion-9117/bastion-9117.vmx,3,256,17,dataline-lenovo-raid-10,3,2
Windows-10-9118,PoweredOn,/dataline/virtual_machines,esxi-64-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-isci-ssh/Windows-10-9118/Windows-10-9118.vmx,2,4,74,dataline-ceph-isci-ssh,4,3
Workstation-9119,PowerOff,/dataline/virtual_machines,esxi-76-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-icsi-hdd/Workstation-9119/Workstation-9119.vmx,4,128,27,dataline-ceph-icsi-hdd,1,0
Windows-10-9120,PoweredOn,/Colocat/virtual_machines,esxi-87-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-isci-ssh/Windows-10-9120/Windows-10-9120.vmx,1,64,88,Colocat-ceph-isci-ssh,3,2
Ubuntu-9121,PoweredOn,/Digital-Media-House/virtual_machines,esxi-11-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-hdd/Ubuntu-9121/Ubuntu-9121.vmx,1,32,28,Digital-Media-House-local-hdd,4,3
ceph-reef-mgmt-node-9122,PoweredOn,/Oxygen/virtual_machines,esxi-93-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-nfs-test-datastore/ceph-reef-mgmt-node-9122/ceph-reef-mgmt-node-9122.vmx,2,2,51,Oxygen-nfs-test-datastore,3,2
ceph-quincy-osd-node-9123,PoweredOn,/DataPlanet/virtual_machines,esxi-25-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-hdd/ceph-quincy-osd-node-9123/ceph-quincy-osd-node-9123.vmx,2,64,40,DataPlanet-local-hdd,4,3
patroni-test-9124,PowerOff,/Colocat/virtual_machines,esxi-32-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-ssd/patroni-test-9124/patroni-test-9124.vmx,1,2,70,Colocat-iscsi-ssd,2,1
Workstation-9125,PoweredOn,/Mirea/virtual_machines,esxi-44-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-ceph-icsi-hdd/Workstation-9125/Workstation-9125.vmx,2,1024,91,Mirea-ceph-icsi-hdd,2,1
test-esxi-67-9126,PowerOff,/dataline/virtual_machines,esxi-38-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-local-ssd/test-esxi-67-9126/test-esxi-67-9126.vmx,1,2,91,dataline-local-ssd,2,1
test-esxi-67-9127,PowerOff,/Digital-Media-House/virtual_machines,esxi-64-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-ceph-icsi-hdd/test-esxi-67-9127/test-esxi-67-9127.vmx,2,512,16,Digital-Media-House-ceph-icsi-hdd,1,0
Nfs-share-9128,PoweredOn,/DataPlanet/virtual_machines,esxi-62-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-nfs-test-datastore/Nfs-share-9128/Nfs-share-9128.vmx,2,512,89,DataPlanet-nfs-test-datastore,1,0
Windows-2019-server9129,PowerOff,/Colocat/virtual_machines,esxi-20-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-hdd/Windows-2019-server9129/Windows-2019-server9129.vmx,4,256,55,Colocat-iscsi-hdd,1,0
Ubuntu-9130,PoweredOn,/dataline/virtual_machines,esxi-77-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/Ubuntu-9130/Ubuntu-9130.vmx,3,8,95,dataline-lenovo-raid-10,1,0
Nfs-share-9131,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-3-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-isci-ssh/Nfs-share-9131/Nfs-share-9131.vmx,4,2,99,e-Style0Telecom-ceph-isci-ssh,2,1
bastion-9132,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-86-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-lenovo-raid-10/bastion-9132/bastion-9132.vmx,2,64,80,e-Style0Telecom-lenovo-raid-10,4,3
Mikrotick-CHR-9133,PowerOff,/Oxygen/virtual_machines,esxi-49-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-nfs-test-datastore/Mikrotick-CHR-9133/Mikrotick-CHR-9133.vmx,4,32,44,Oxygen-nfs-test-datastore,1,0
Ubuntu-9134,PowerOff,/Digital-Media-House/virtual_machines,esxi-37-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-ceph-isci-ssh/Ubuntu-9134/Ubuntu-9134.vmx,1,16,84,Digital-Media-House-ceph-isci-ssh,3,2
Windows-2019-server9135,PoweredOn,/DataPlanet/virtual_machines,esxi-62-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-hdd/Windows-2019-server9135/Windows-2019-server9135.vmx,2,128,58,DataPlanet-local-hdd,3,2
bastion-9136,PoweredOn,/dataline/virtual_machines,esxi-76-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-ssd/bastion-9136/bastion-9136.vmx,3,1,69,dataline-iscsi-ssd,2,1
patroni-dev-9137,PowerOff,/Digital-Media-House/virtual_machines,esxi-40-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-lenovo-raid-10/patroni-dev-9137/patroni-dev-9137.vmx,3,4,33,Digital-Media-House-lenovo-raid-10,3,2
test-esxi-67-9138,PowerOff,/M1/virtual_machines,esxi-68-M1.vsfi.org,M1,/vmfs/volumes/M1-iscsi-ssd/test-esxi-67-9138/test-esxi-67-9138.vmx,2,2,34,M1-iscsi-ssd,4,3
ceph-quincy-osd-node-9139,PoweredOn,/Colocat/virtual_machines,esxi-11-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-isci-ssh/ceph-quincy-osd-node-9139/ceph-quincy-osd-node-9139.vmx,4,128,25,Colocat-ceph-isci-ssh,3,2
Nfs-share-9140,PoweredOn,/dataline/virtual_machines,esxi-95-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-nfs-test-datastore/Nfs-share-9140/Nfs-share-9140.vmx,1,128,49,dataline-nfs-test-datastore,2,1
test-esxi-80-9141,PowerOff,/e-Style0Telecom/virtual_machines,esxi-45-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-icsi-hdd/test-esxi-80-9141/test-esxi-80-9141.vmx,4,4,45,e-Style0Telecom-ceph-icsi-hdd,3,2
pfSense-9142,PoweredOn,/DataPlanet/virtual_machines,esxi-41-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-hdd/pfSense-9142/pfSense-9142.vmx,2,8,84,DataPlanet-local-hdd,4,3
Mikrotick-CHR-9143,PowerOff,/e-Style0Telecom/virtual_machines,esxi-81-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-local-hdd/Mikrotick-CHR-9143/Mikrotick-CHR-9143.vmx,4,2,70,e-Style0Telecom-local-hdd,4,3
ceph-quincy-mon-node-9144,PowerOff,/Colocat/virtual_machines,esxi-84-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-isci-ssh/ceph-quincy-mon-node-9144/ceph-quincy-mon-node-9144.vmx,1,512,87,Colocat-ceph-isci-ssh,3,2
pfSense-9145,PoweredOn,/Colocat/virtual_machines,esxi-3-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-hdd/pfSense-9145/pfSense-9145.vmx,3,64,12,Colocat-local-hdd,4,3
test-esxi-70-9146,PoweredOn,/M1/virtual_machines,esxi-43-M1.vsfi.org,M1,/vmfs/volumes/M1-lenovo-raid-10/test-esxi-70-9146/test-esxi-70-9146.vmx,2,4,51,M1-lenovo-raid-10,3,2
ceph-reef-mgmt-node-9147,PoweredOn,/M1/virtual_machines,esxi-24-M1.vsfi.org,M1,/vmfs/volumes/M1-ceph-isci-ssh/ceph-reef-mgmt-node-9147/ceph-reef-mgmt-node-9147.vmx,2,64,49,M1-ceph-isci-ssh,2,1
Nfs-share-9148,PoweredOn,/dataline/virtual_machines,esxi-40-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-isci-ssh/Nfs-share-9148/Nfs-share-9148.vmx,4,1024,36,dataline-ceph-isci-ssh,3,2
ceph-quincy-mgmt-node-9149,PowerOff,/DataPlanet/virtual_machines,esxi-19-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-ssd/ceph-quincy-mgmt-node-9149/ceph-quincy-mgmt-node-9149.vmx,4,256,34,DataPlanet-local-ssd,4,3
patroni-dev-9150,PoweredOn,/Colocat/virtual_machines,esxi-14-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-icsi-hdd/patroni-dev-9150/patroni-dev-9150.vmx,1,256,49,Colocat-ceph-icsi-hdd,4,3
Windows-server9151,PoweredOn,/Colocat/virtual_machines,esxi-73-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-icsi-hdd/Windows-server9151/Windows-server9151.vmx,4,4,78,Colocat-ceph-icsi-hdd,2,1
patroni-test-9152,PoweredOn,/Colocat/virtual_machines,esxi-34-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-icsi-hdd/patroni-test-9152/patroni-test-9152.vmx,2,128,79,Colocat-ceph-icsi-hdd,3,2
New Virtual Machine-9153,PoweredOn,/M1/virtual_machines,esxi-75-M1.vsfi.org,M1,/vmfs/volumes/M1-ceph-isci-ssh/New Virtual Machine-9153/New Virtual Machine-9153.vmx,1,128,87,M1-ceph-isci-ssh,2,1
Windows-2019-server9154,PowerOff,/DataPlanet/virtual_machines,esxi-52-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-nfs-test-datastore/Windows-2019-server9154/Windows-2019-server9154.vmx,3,64,47,DataPlanet-nfs-test-datastore,1,0
ceph-quincy-mon-node-9155,PoweredOn,/Mirea/virtual_machines,esxi-65-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-nfs-test-datastore/ceph-quincy-mon-node-9155/ceph-quincy-mon-node-9155.vmx,1,32,50,Mirea-nfs-test-datastore,4,3
Workstation-9156,PoweredOn,/DataPlanet/virtual_machines,esxi-73-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-iscsi-hdd/Workstation-9156/Workstation-9156.vmx,2,32,24,DataPlanet-iscsi-hdd,1,0
pfSense-9157,PoweredOn,/Mirea/virtual_machines,esxi-21-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-iscsi-ssd/pfSense-9157/pfSense-9157.vmx,4,8,21,Mirea-iscsi-ssd,4,3
